
CIRCUIT ELEMENT POWER FLOW

(Power Flow into element from indicated Bus)
56BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -2.4 +j     -1.7        2.9       0.8140

ELEMENT = "Transformer.TRAFO_57"
57        1         1.2 +j      0.9        1.5       0.8127
57        2         1.2 +j      0.9        1.5       0.8127
57        3         1.2 +j      0.9        1.5       0.8127
57        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.7 +j      2.7        4.6       0.8127
57BT      1        -1.2 +j     -0.9        1.5       0.8140
57BT      2        -1.2 +j     -0.9        1.5       0.8140
57BT      3        -1.2 +j     -0.9        1.5       0.8140
57BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.7 +j     -2.7        4.6       0.8140

ELEMENT = "Transformer.TRAFO_58"
58        1         1.2 +j      0.9        1.5       0.8127
58        2         1.2 +j      0.9        1.5       0.8127
58        3         1.2 +j      0.9        1.5       0.8127
58        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.7 +j      2.7        4.6       0.8127
58BT      1        -1.2 +j     -0.9        1.5       0.8140
58BT      2        -1.2 +j     -0.9        1.5       0.8140
58BT      3        -1.2 +j     -0.9        1.5       0.8140
58BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.7 +j     -2.7        4.6       0.8140

ELEMENT = "Line.L1"
0         1       191.6 +j    152.1      244.7       0.7832
0         2       191.6 +j    152.1      244.7       0.7832
0         3       191.6 +j    152.1      244.7       0.7832
   TERMINAL TOTAL   574.9 +j    456.3      734.0       0.7832
1         1      -191.6 +j   -152.1      244.7       0.7832
1         2      -191.6 +j   -152.1      244.7       0.7832
1         3      -191.6 +j   -152.1      244.7       0.7832
   TERMINAL TOTAL  -574.9 +j   -456.3      734.0       0.7832

ELEMENT = "Line.L2"
1         1       191.6 +j    152.1      244.7       0.7832
1         2       191.6 +j    152.1      244.7       0.7832
1         3       191.6 +j    152.1      244.7       0.7832
   TERMINAL TOTAL   574.9 +j    456.3      734.0       0.7832
2         1      -191.6 +j   -152.1      244.7       0.7832
2         2      -191.6 +j   -152.1      244.7       0.7832
2         3      -191.6 +j   -152.1      244.7       0.7832
   TERMINAL TOTAL  -574.9 +j   -456.3      734.0       0.7832

ELEMENT = "Line.L3"
2         1       188.1 +j    149.6      240.3       0.7826
2         2       188.1 +j    149.6      240.3       0.7826
2         3       188.1 +j    149.6      240.3       0.7826
   TERMINAL TOTAL   564.3 +j    448.8      721.0       0.7826
2E        1      -188.1 +j   -149.6      240.3       0.7826
2E        2      -188.1 +j   -149.6      240.3       0.7826
2E        3      -188.1 +j   -149.6      240.3       0.7826
   TERMINAL TOTAL  -564.3 +j   -448.8      721.0       0.7826

ELEMENT = "Line.L4"
2E        1       183.2 +j    144.5      233.4       0.7851
2E        2       183.2 +j    144.5      233.4       0.7851
2E        3       183.2 +j    144.5      233.4       0.7851
   TERMINAL TOTAL   549.6 +j    433.6      700.1       0.7851
3         1      -183.2 +j   -144.5      233.3       0.7851
3         2      -183.2 +j   -144.5      233.3       0.7851
3         3      -183.2 +j   -144.5      233.3       0.7851
   TERMINAL TOTAL  -549.6 +j   -433.6      700.0       0.7851

ELEMENT = "Line.L5"
3         1       158.8 +j    117.4      197.5       0.8041
3         2       158.8 +j    117.4      197.5       0.8041
3         3       158.8 +j    117.4      197.5       0.8041
   TERMINAL TOTAL   476.4 +j    352.2      592.4       0.8041
4         1      -158.7 +j   -117.3      197.4       0.8041
4         2      -158.7 +j   -117.3      197.4       0.8041
4         3      -158.7 +j   -117.3      197.4       0.8041
   TERMINAL TOTAL  -476.2 +j   -352.0      592.2       0.8041

ELEMENT = "Line.L6"
4         1       158.7 +j    117.3      197.4       0.8041
4         2       158.7 +j    117.3      197.4       0.8041
4         3       158.7 +j    117.3      197.4       0.8041
   TERMINAL TOTAL   476.2 +j    352.0      592.2       0.8041
5         1      -158.0 +j   -117.0      196.6       0.8037
5         2      -158.0 +j   -117.0      196.6       0.8037
5         3      -158.0 +j   -117.0      196.6       0.8037
   TERMINAL TOTAL  -474.0 +j   -350.9      589.7       0.8037

ELEMENT = "Line.L7"
5         1       157.9 +j    116.9      196.4       0.8037
5         2       157.9 +j    116.9      196.4       0.8037
5         3       157.9 +j    116.9      196.4       0.8037
   TERMINAL TOTAL   473.6 +j    350.6      589.3       0.8037
6         1      -157.1 +j   -116.5      195.6       0.8033
6         2      -157.1 +j   -116.5      195.6       0.8033
6         3      -157.1 +j   -116.5      195.6       0.8033
   TERMINAL TOTAL  -471.3 +j   -349.4      586.7       0.8033

ELEMENT = "Line.L8"
6         1       155.3 +j    115.1      193.3       0.8033
6         2       155.3 +j    115.1      193.3       0.8033
6         3       155.3 +j    115.1      193.3       0.8033
   TERMINAL TOTAL   465.9 +j    345.4      580.0       0.8033
7         1      -155.1 +j   -115.0      193.1       0.8032
7         2      -155.1 +j   -115.0      193.1       0.8032
7         3      -155.1 +j   -115.0      193.1       0.8032
   TERMINAL TOTAL  -465.4 +j   -345.1      579.4       0.8032

ELEMENT = "Line.L9"
7         1       149.8 +j    111.3      186.6       0.8029
7         2       149.8 +j    111.3      186.6       0.8029
7         3       149.8 +j    111.3      186.6       0.8029
   TERMINAL TOTAL   449.5 +j    333.8      559.9       0.8029
8         1      -149.8 +j   -111.2      186.5       0.8028
8         2      -149.8 +j   -111.2      186.5       0.8028
8         3      -149.8 +j   -111.2      186.5       0.8028
   TERMINAL TOTAL  -449.3 +j   -333.7      559.6       0.8028

ELEMENT = "Line.L10"
8         1        33.5 +j     23.9       41.1       0.8142
8         2        33.5 +j     23.9       41.1       0.8142
8         3        33.5 +j     23.9       41.1       0.8142
   TERMINAL TOTAL   100.4 +j     71.6      123.2       0.8142
9         1       -33.4 +j    -23.8       41.0       0.8139
9         2       -33.4 +j    -23.8       41.0       0.8139
9         3       -33.4 +j    -23.8       41.0       0.8139
   TERMINAL TOTAL  -100.1 +j    -71.5      123.0       0.8139

ELEMENT = "Line.L11"
9         1        32.1 +j     22.9       39.5       0.8139
9         2        32.1 +j     22.9       39.5       0.8139
9         3        32.1 +j     22.9       39.5       0.8139
   TERMINAL TOTAL    96.4 +j     68.8      118.4       0.8139
10        1       -32.1 +j    -22.9       39.5       0.8139
10        2       -32.1 +j    -22.9       39.5       0.8139
10        3       -32.1 +j    -22.9       39.5       0.8139
   TERMINAL TOTAL   -96.3 +j    -68.8      118.4       0.8139

ELEMENT = "Line.L12"
10        1        24.0 +j     17.1       29.5       0.8146
10        2        24.0 +j     17.1       29.5       0.8146
10        3        24.0 +j     17.1       29.5       0.8146
   TERMINAL TOTAL    72.1 +j     51.4       88.6       0.8146
11        1       -24.0 +j    -17.1       29.5       0.8144
11        2       -24.0 +j    -17.1       29.5       0.8144
11        3       -24.0 +j    -17.1       29.5       0.8144
   TERMINAL TOTAL   -72.0 +j    -51.3       88.5       0.8144

ELEMENT = "Line.L13"
11        1        15.1 +j     10.7       18.4       0.8161
11        2        15.1 +j     10.7       18.4       0.8161
11        3        15.1 +j     10.7       18.4       0.8161
   TERMINAL TOTAL    45.2 +j     32.0       55.3       0.8161
12        1       -15.0 +j    -10.7       18.4       0.8159
12        2       -15.0 +j    -10.7       18.4       0.8159
12        3       -15.0 +j    -10.7       18.4       0.8159
   TERMINAL TOTAL   -45.1 +j    -32.0       55.3       0.8159

ELEMENT = "Line.L14"
12        1        14.7 +j     10.4       18.0       0.8156
12        2        14.7 +j     10.4       18.0       0.8156
12        3        14.7 +j     10.4       18.0       0.8156
   TERMINAL TOTAL    44.0 +j     31.2       54.0       0.8156
13        1       -14.7 +j    -10.4       18.0       0.8154
13        2       -14.7 +j    -10.4       18.0       0.8154
13        3       -14.7 +j    -10.4       18.0       0.8154
   TERMINAL TOTAL   -44.0 +j    -31.2       53.9       0.8154

ELEMENT = "Line.L15"
13        1        14.3 +j     10.2       17.5       0.8150
13        2        14.3 +j     10.2       17.5       0.8150
13        3        14.3 +j     10.2       17.5       0.8150
   TERMINAL TOTAL    42.9 +j     30.5       52.6       0.8150
14        1       -14.3 +j    -10.2       17.5       0.8148
14        2       -14.3 +j    -10.2       17.5       0.8148
14        3       -14.3 +j    -10.2       17.5       0.8148
   TERMINAL TOTAL   -42.8 +j    -30.5       52.6       0.8148

ELEMENT = "Line.L16"
14        1        14.3 +j     10.2       17.5       0.8148
14        2        14.3 +j     10.2       17.5       0.8148
14        3        14.3 +j     10.2       17.5       0.8148
   TERMINAL TOTAL    42.8 +j     30.5       52.6       0.8148
15        1       -14.3 +j    -10.2       17.5       0.8148
15        2       -14.3 +j    -10.2       17.5       0.8148
15        3       -14.3 +j    -10.2       17.5       0.8148
   TERMINAL TOTAL   -42.8 +j    -30.5       52.6       0.8148

ELEMENT = "Line.L17"
15        1        12.3 +j      8.8       15.1       0.8126
15        2        12.3 +j      8.8       15.1       0.8126
15        3        12.3 +j      8.8       15.1       0.8126
   TERMINAL TOTAL    36.8 +j     26.4       45.2       0.8126
16        1       -12.2 +j     -8.8       15.1       0.8126
16        2       -12.2 +j     -8.8       15.1       0.8126
16        3       -12.2 +j     -8.8       15.1       0.8126
   TERMINAL TOTAL   -36.7 +j    -26.4       45.2       0.8126

ELEMENT = "Line.L18"
16        1        10.0 +j      7.2       12.4       0.8128
16        2        10.0 +j      7.2       12.4       0.8128
16        3        10.0 +j      7.2       12.4       0.8128
   TERMINAL TOTAL    30.1 +j     21.6       37.1       0.8128
17        1       -10.0 +j     -7.2       12.4       0.8128
17        2       -10.0 +j     -7.2       12.4       0.8128
17        3       -10.0 +j     -7.2       12.4       0.8128
   TERMINAL TOTAL   -30.1 +j    -21.6       37.1       0.8128

ELEMENT = "Line.L19"
17        1         7.8 +j      5.6        9.6       0.8131
17        2         7.8 +j      5.6        9.6       0.8131
17        3         7.8 +j      5.6        9.6       0.8131
   TERMINAL TOTAL    23.5 +j     16.8       28.9       0.8131
18        1        -7.8 +j     -5.6        9.6       0.8131
18        2        -7.8 +j     -5.6        9.6       0.8131
18        3        -7.8 +j     -5.6        9.6       0.8131
   TERMINAL TOTAL   -23.5 +j    -16.8       28.9       0.8131

ELEMENT = "Line.L20"
18        1         7.8 +j      5.6        9.6       0.8131
18        2         7.8 +j      5.6        9.6       0.8131
18        3         7.8 +j      5.6        9.6       0.8131
   TERMINAL TOTAL    23.5 +j     16.8       28.9       0.8131
19        1        -7.8 +j     -5.6        9.6       0.8131
19        2        -7.8 +j     -5.6        9.6       0.8131
19        3        -7.8 +j     -5.6        9.6       0.8131
   TERMINAL TOTAL   -23.5 +j    -16.8       28.9       0.8131

ELEMENT = "Line.L21"
19        1         7.8 +j      5.6        9.6       0.8130
19        2         7.8 +j      5.6        9.6       0.8130
19        3         7.8 +j      5.6        9.6       0.8130
   TERMINAL TOTAL    23.4 +j     16.8       28.8       0.8130
20        1        -7.8 +j     -5.6        9.6       0.8130
20        2        -7.8 +j     -5.6        9.6       0.8130
20        3        -7.8 +j     -5.6        9.6       0.8130
   TERMINAL TOTAL   -23.4 +j    -16.8       28.8       0.8130

ELEMENT = "Line.L22"
20        1         2.7 +j      1.9        3.4       0.8150
20        2         2.7 +j      1.9        3.4       0.8150
20        3         2.7 +j      1.9        3.4       0.8150
   TERMINAL TOTAL     8.2 +j      5.8       10.1       0.8150
21        1        -2.7 +j     -1.9        3.4       0.8150
21        2        -2.7 +j     -1.9        3.4       0.8150
21        3        -2.7 +j     -1.9        3.4       0.8150
   TERMINAL TOTAL    -8.2 +j     -5.8       10.1       0.8150

ELEMENT = "Line.L23"
21        1         2.5 +j      1.8        3.1       0.8137
21        2         2.5 +j      1.8        3.1       0.8137
21        3         2.5 +j      1.8        3.1       0.8137
   TERMINAL TOTAL     7.5 +j      5.4        9.2       0.8137
22        1        -2.5 +j     -1.8        3.1       0.8136
22        2        -2.5 +j     -1.8        3.1       0.8136
22        3        -2.5 +j     -1.8        3.1       0.8136
   TERMINAL TOTAL    -7.5 +j     -5.4        9.2       0.8136

ELEMENT = "Line.L24"
22        1         2.5 +j      1.8        3.1       0.8136
22        2         2.5 +j      1.8        3.1       0.8136
22        3         2.5 +j      1.8        3.1       0.8136
   TERMINAL TOTAL     7.5 +j      5.4        9.2       0.8136
23        1        -2.5 +j     -1.8        3.1       0.8136
23        2        -2.5 +j     -1.8        3.1       0.8136
23        3        -2.5 +j     -1.8        3.1       0.8136
   TERMINAL TOTAL    -7.5 +j     -5.4        9.2       0.8136

ELEMENT = "Line.L25"
23        1         1.2 +j      0.9        1.5       0.8134
23        2         1.2 +j      0.9        1.5       0.8134
23        3         1.2 +j      0.9        1.5       0.8134
   TERMINAL TOTAL     3.7 +j      2.7        4.6       0.8134
24        1        -1.2 +j     -0.9        1.5       0.8134
24        2        -1.2 +j     -0.9        1.5       0.8134
24        3        -1.2 +j     -0.9        1.5       0.8134
   TERMINAL TOTAL    -3.7 +j     -2.7        4.6       0.8134

ELEMENT = "Line.L26"
24        1         1.2 +j      0.9        1.5       0.8134
24        2         1.2 +j      0.9        1.5       0.8134
24        3         1.2 +j      0.9        1.5       0.8134
   TERMINAL TOTAL     3.7 +j      2.7        4.6       0.8134
25        1        -1.2 +j     -0.9        1.5       0.8134
25        2        -1.2 +j     -0.9        1.5       0.8134
25        3        -1.2 +j     -0.9        1.5       0.8134
   TERMINAL TOTAL    -3.7 +j     -2.7        4.6       0.8134

ELEMENT = "Line.L27"
25        1         0.6 +j      0.4        0.8       0.8134
25        2         0.6 +j      0.4        0.8       0.8134
25        3         0.6 +j      0.4        0.8       0.8134
   TERMINAL TOTAL     1.9 +j      1.3        2.3       0.8134
26        1        -0.6 +j     -0.4        0.8       0.8134
26        2        -0.6 +j     -0.4        0.8       0.8134
26        3        -0.6 +j     -0.4        0.8       0.8134
   TERMINAL TOTAL    -1.9 +j     -1.3        2.3       0.8134

ELEMENT = "Line.L28"
2         1         3.5 +j      2.5        4.3       0.8154
2         2         3.5 +j      2.5        4.3       0.8154
2         3         3.5 +j      2.5        4.3       0.8154
   TERMINAL TOTAL    10.6 +j      7.5       13.0       0.8154
27        1        -3.5 +j     -2.5        4.3       0.8154
27        2        -3.5 +j     -2.5        4.3       0.8154
27        3        -3.5 +j     -2.5        4.3       0.8154
   TERMINAL TOTAL   -10.6 +j     -7.5       13.0       0.8154

ELEMENT = "Line.L29"
27        1         2.5 +j      1.8        3.1       0.8164
27        2         2.5 +j      1.8        3.1       0.8164
27        3         2.5 +j      1.8        3.1       0.8164
   TERMINAL TOTAL     7.6 +j      5.4        9.3       0.8164
28        1        -2.5 +j     -1.8        3.1       0.8164
28        2        -2.5 +j     -1.8        3.1       0.8164
28        3        -2.5 +j     -1.8        3.1       0.8164
   TERMINAL TOTAL    -7.6 +j     -5.4        9.3       0.8164

ELEMENT = "Line.L30"
28        1         1.5 +j      1.1        1.9       0.8187
28        2         1.5 +j      1.1        1.9       0.8187
28        3         1.5 +j      1.1        1.9       0.8187
   TERMINAL TOTAL     4.6 +j      3.2        5.6       0.8187
29        1        -1.5 +j     -1.1        1.9       0.8187
29        2        -1.5 +j     -1.1        1.9       0.8187
29        3        -1.5 +j     -1.1        1.9       0.8187
   TERMINAL TOTAL    -4.6 +j     -3.2        5.6       0.8187

ELEMENT = "Line.L31"
29        1         1.5 +j      1.1        1.9       0.8187
29        2         1.5 +j      1.1        1.9       0.8187
29        3         1.5 +j      1.1        1.9       0.8187
   TERMINAL TOTAL     4.6 +j      3.2        5.6       0.8187
30        1        -1.5 +j     -1.1        1.9       0.8187
30        2        -1.5 +j     -1.1        1.9       0.8187
30        3        -1.5 +j     -1.1        1.9       0.8187
   TERMINAL TOTAL    -4.6 +j     -3.2        5.6       0.8187

ELEMENT = "Line.L32"
30        1         1.5 +j      1.1        1.9       0.8187
30        2         1.5 +j      1.1        1.9       0.8187
30        3         1.5 +j      1.1        1.9       0.8187
   TERMINAL TOTAL     4.6 +j      3.2        5.6       0.8187
31        1        -1.5 +j     -1.1        1.9       0.8187
31        2        -1.5 +j     -1.1        1.9       0.8187
31        3        -1.5 +j     -1.1        1.9       0.8187
   TERMINAL TOTAL    -4.6 +j     -3.2        5.6       0.8187

ELEMENT = "Line.L33"
31        1         1.5 +j      1.1        1.9       0.8187
31        2         1.5 +j      1.1        1.9       0.8187
31        3         1.5 +j      1.1        1.9       0.8187
   TERMINAL TOTAL     4.6 +j      3.2        5.6       0.8187
32        1        -1.5 +j     -1.1        1.9       0.8187
32        2        -1.5 +j     -1.1        1.9       0.8187
32        3        -1.5 +j     -1.1        1.9       0.8187
   TERMINAL TOTAL    -4.6 +j     -3.2        5.6       0.8187

ELEMENT = "Line.L34"
32        1         1.0 +j      0.7        1.2       0.8211
32        2         1.0 +j      0.7        1.2       0.8211
32        3         1.0 +j      0.7        1.2       0.8211
   TERMINAL TOTAL     2.9 +j      2.0        3.6       0.8211
33        1        -1.0 +j     -0.7        1.2       0.8211
33        2        -1.0 +j     -0.7        1.2       0.8211
33        3        -1.0 +j     -0.7        1.2       0.8211
   TERMINAL TOTAL    -2.9 +j     -2.0        3.6       0.8211

ELEMENT = "Line.L35"
33        1         0.2 +j      0.2        0.3       0.8298
33        2         0.2 +j      0.2        0.3       0.8298
33        3         0.2 +j      0.2        0.3       0.8298
   TERMINAL TOTAL     0.7 +j      0.5        0.8       0.8298
34        1        -0.2 +j     -0.2        0.3       0.8298
34        2        -0.2 +j     -0.2        0.3       0.8298
34        3        -0.2 +j     -0.2        0.3       0.8298
   TERMINAL TOTAL    -0.7 +j     -0.5        0.8       0.8298

ELEMENT = "Line.L36"
2E        1         4.9 +j      5.0        7.0       0.6957
2E        2         4.9 +j      5.0        7.0       0.6957
2E        3         4.9 +j      5.0        7.0       0.6957
   TERMINAL TOTAL    14.7 +j     15.1       21.1       0.6957
27E       1        -4.9 +j     -5.0        7.0       0.6957
27E       2        -4.9 +j     -5.0        7.0       0.6957
27E       3        -4.9 +j     -5.0        7.0       0.6957
   TERMINAL TOTAL   -14.7 +j    -15.1       21.1       0.6957

ELEMENT = "Line.L37"
27E       1         3.9 +j      4.3        5.8       0.6677
27E       2         3.9 +j      4.3        5.8       0.6677
27E       3         3.9 +j      4.3        5.8       0.6677
   TERMINAL TOTAL    11.6 +j     13.0       17.4       0.6677
28E       1        -3.9 +j     -4.3        5.8       0.6677
28E       2        -3.9 +j     -4.3        5.8       0.6677
28E       3        -3.9 +j     -4.3        5.8       0.6677
   TERMINAL TOTAL   -11.6 +j    -13.0       17.4       0.6677

ELEMENT = "Line.L38"
28E       1         2.9 +j      3.6        4.6       0.6230
28E       2         2.9 +j      3.6        4.6       0.6230
28E       3         2.9 +j      3.6        4.6       0.6230
   TERMINAL TOTAL     8.6 +j     10.8       13.8       0.6230
65        1        -2.9 +j     -3.6        4.6       0.6230
65        2        -2.9 +j     -3.6        4.6       0.6230
65        3        -2.9 +j     -3.6        4.6       0.6230
   TERMINAL TOTAL    -8.6 +j    -10.8       13.8       0.6230

ELEMENT = "Line.L39"
65        1         2.9 +j      3.6        4.6       0.6230
65        2         2.9 +j      3.6        4.6       0.6230
65        3         2.9 +j      3.6        4.6       0.6230
   TERMINAL TOTAL     8.6 +j     10.8       13.8       0.6230
66        1        -2.9 +j     -3.6        4.6       0.6230
66        2        -2.9 +j     -3.6        4.6       0.6230
66        3        -2.9 +j     -3.6        4.6       0.6230
   TERMINAL TOTAL    -8.6 +j    -10.8       13.8       0.6230

ELEMENT = "Line.L40"
66        1         1.9 +j      2.9        3.5       0.5505
66        2         1.9 +j      2.9        3.5       0.5505
66        3         1.9 +j      2.9        3.5       0.5505
   TERMINAL TOTAL     5.8 +j      8.8       10.5       0.5505
67        1        -1.9 +j     -2.9        3.5       0.5505
67        2        -1.9 +j     -2.9        3.5       0.5505
67        3        -1.9 +j     -2.9        3.5       0.5505
   TERMINAL TOTAL    -5.8 +j     -8.8       10.5       0.5505

ELEMENT = "Line.L41"
67        1         1.0 +j      2.3        2.5       0.4038
67        2         1.0 +j      2.3        2.5       0.4038
67        3         1.0 +j      2.3        2.5       0.4038
   TERMINAL TOTAL     3.0 +j      6.8        7.4       0.4038
68        1        -1.0 +j     -2.3        2.5       0.4038
68        2        -1.0 +j     -2.3        2.5       0.4038
68        3        -1.0 +j     -2.3        2.5       0.4038
   TERMINAL TOTAL    -3.0 +j     -6.8        7.4       0.4038

ELEMENT = "Line.L42"
68        1         1.0 +j      2.2        2.4       0.3937
68        2         1.0 +j      2.2        2.4       0.3937
68        3         1.0 +j      2.2        2.4       0.3937
   TERMINAL TOTAL     2.9 +j      6.7        7.3       0.3937
69        1        -1.0 +j     -2.2        2.4       0.3937
69        2        -1.0 +j     -2.2        2.4       0.3937
69        3        -1.0 +j     -2.2        2.4       0.3937
   TERMINAL TOTAL    -2.9 +j     -6.7        7.2       0.3937

ELEMENT = "Line.L43"
69        1         1.0 +j      2.2        2.4       0.3937
69        2         1.0 +j      2.2        2.4       0.3937
69        3         1.0 +j      2.2        2.4       0.3937
   TERMINAL TOTAL     2.9 +j      6.7        7.2       0.3937
70        1        -1.0 +j     -2.2        2.4       0.3937
70        2        -1.0 +j     -2.2        2.4       0.3937
70        3        -1.0 +j     -2.2        2.4       0.3937
   TERMINAL TOTAL    -2.9 +j     -6.7        7.2       0.3937

ELEMENT = "Line.L44"
70        1         0.7 +j      2.1        2.2       0.3299
70        2         0.7 +j      2.1        2.2       0.3299
70        3         0.7 +j      2.1        2.2       0.3299
   TERMINAL TOTAL     2.2 +j      6.2        6.5       0.3299
88        1        -0.7 +j     -2.1        2.2       0.3299
88        2        -0.7 +j     -2.1        2.2       0.3299
88        3        -0.7 +j     -2.1        2.2       0.3299
   TERMINAL TOTAL    -2.2 +j     -6.2        6.5       0.3299

ELEMENT = "Line.L45"
88        1         0.7 +j      2.1        2.2       0.3299
88        2         0.7 +j      2.1        2.2       0.3299
88        3         0.7 +j      2.1        2.2       0.3299
   TERMINAL TOTAL     2.2 +j      6.2        6.5       0.3299
89        1        -0.7 +j     -2.1        2.2       0.3299
89        2        -0.7 +j     -2.1        2.2       0.3299
89        3        -0.7 +j     -2.1        2.2       0.3299
   TERMINAL TOTAL    -2.2 +j     -6.2        6.5       0.3299

ELEMENT = "Line.L46"
89        1         0.4 +j      1.0        1.1       0.3299
89        2         0.4 +j      1.0        1.1       0.3299
89        3         0.4 +j      1.0        1.1       0.3299
   TERMINAL TOTAL     1.1 +j      3.1        3.3       0.3299
90        1        -0.4 +j     -1.0        1.1       0.3299
90        2        -0.4 +j     -1.0        1.1       0.3299
90        3        -0.4 +j     -1.0        1.1       0.3299
   TERMINAL TOTAL    -1.1 +j     -3.1        3.3       0.3299

ELEMENT = "Line.L47"
3         1        24.4 +j     27.1       36.5       0.6688
3         2        24.4 +j     27.1       36.5       0.6688
3         3        24.4 +j     27.1       36.5       0.6688
   TERMINAL TOTAL    73.2 +j     81.4      109.5       0.6688
35        1       -24.4 +j    -27.1       36.5       0.6688
35        2       -24.4 +j    -27.1       36.5       0.6688
35        3       -24.4 +j    -27.1       36.5       0.6688
   TERMINAL TOTAL   -73.2 +j    -81.4      109.5       0.6688

ELEMENT = "Line.L48"
35        1        24.4 +j     27.1       36.5       0.6688
35        2        24.4 +j     27.1       36.5       0.6688
35        3        24.4 +j     27.1       36.5       0.6688
   TERMINAL TOTAL    73.2 +j     81.4      109.5       0.6688
36        1       -24.4 +j    -27.1       36.5       0.6689
36        2       -24.4 +j    -27.1       36.5       0.6689
36        3       -24.4 +j    -27.1       36.5       0.6689
   TERMINAL TOTAL   -73.2 +j    -81.3      109.4       0.6689

ELEMENT = "Line.L49"
36        1        20.9 +j     24.6       32.3       0.6473
36        2        20.9 +j     24.6       32.3       0.6473
36        3        20.9 +j     24.6       32.3       0.6473
   TERMINAL TOTAL    62.7 +j     73.8       96.8       0.6473
37        1       -20.9 +j    -24.6       32.2       0.6476
37        2       -20.9 +j    -24.6       32.2       0.6476
37        3       -20.9 +j    -24.6       32.2       0.6476
   TERMINAL TOTAL   -62.6 +j    -73.7       96.7       0.6476

ELEMENT = "Line.L50"
37        1        17.1 +j     12.3       21.1       0.8116
37        2        17.1 +j     12.3       21.1       0.8116
37        3        17.1 +j     12.3       21.1       0.8116
   TERMINAL TOTAL    51.3 +j     36.9       63.2       0.8116
38        1       -17.1 +j    -12.3       21.1       0.8116
38        2       -17.1 +j    -12.3       21.1       0.8116
38        3       -17.1 +j    -12.3       21.1       0.8116
   TERMINAL TOTAL   -51.3 +j    -36.9       63.2       0.8116

ELEMENT = "Line.L51"
7         1         2.0 +j      1.4        2.4       0.8165
7         2         2.0 +j      1.4        2.4       0.8165
7         3         2.0 +j      1.4        2.4       0.8165
   TERMINAL TOTAL     5.9 +j      4.2        7.2       0.8165
40        1        -2.0 +j     -1.4        2.4       0.8165
40        2        -2.0 +j     -1.4        2.4       0.8165
40        3        -2.0 +j     -1.4        2.4       0.8165
   TERMINAL TOTAL    -5.9 +j     -4.2        7.2       0.8165

ELEMENT = "Line.L52"
40        1         0.2 +j      0.1        0.2       0.8022
40        2         0.2 +j      0.1        0.2       0.8022
40        3         0.2 +j      0.1        0.2       0.8022
   TERMINAL TOTAL     0.5 +j      0.4        0.6       0.8022
41        1        -0.2 +j     -0.1        0.2       0.8022
41        2        -0.2 +j     -0.1        0.2       0.8022
41        3        -0.2 +j     -0.1        0.2       0.8022
   TERMINAL TOTAL    -0.5 +j     -0.4        0.6       0.8022

ELEMENT = "Line.L53"
8         1       115.0 +j     86.4      143.8       0.7994
8         2       115.0 +j     86.4      143.8       0.7994
8         3       115.0 +j     86.4      143.8       0.7994
   TERMINAL TOTAL   344.9 +j    259.2      431.5       0.7994
42        1      -114.8 +j    -86.3      143.6       0.7992
42        2      -114.8 +j    -86.3      143.6       0.7992
42        3      -114.8 +j    -86.3      143.6       0.7992
   TERMINAL TOTAL  -344.3 +j   -258.9      430.8       0.7992

ELEMENT = "Line.L54"
42        1       114.5 +j     86.1      143.2       0.7993
42        2       114.5 +j     86.1      143.2       0.7993
42        3       114.5 +j     86.1      143.2       0.7993
   TERMINAL TOTAL   343.4 +j    258.2      429.7       0.7993
43        1      -114.3 +j    -86.0      143.0       0.7991
43        2      -114.3 +j    -86.0      143.0       0.7991
43        3      -114.3 +j    -86.0      143.0       0.7991
   TERMINAL TOTAL  -342.8 +j   -257.9      429.0       0.7991

ELEMENT = "Line.L55"
43        1       112.5 +j     84.7      140.8       0.7989
43        2       112.5 +j     84.7      140.8       0.7989
43        3       112.5 +j     84.7      140.8       0.7989
   TERMINAL TOTAL   337.4 +j    254.0      422.3       0.7989
44        1      -112.2 +j    -84.5      140.4       0.7987
44        2      -112.2 +j    -84.5      140.4       0.7987
44        3      -112.2 +j    -84.5      140.4       0.7987
   TERMINAL TOTAL  -336.5 +j   -253.5      421.3       0.7987

ELEMENT = "Line.L56"
44        1       110.5 +j     83.3      138.4       0.7985
44        2       110.5 +j     83.3      138.4       0.7985
44        3       110.5 +j     83.3      138.4       0.7985
   TERMINAL TOTAL   331.6 +j    250.0      415.3       0.7985
45        1      -110.2 +j    -83.2      138.1       0.7983
45        2      -110.2 +j    -83.2      138.1       0.7983
45        3      -110.2 +j    -83.2      138.1       0.7983
   TERMINAL TOTAL  -330.7 +j   -249.5      414.3       0.7983

ELEMENT = "Line.L57"
45        1       110.2 +j     83.2      138.1       0.7983
45        2       110.2 +j     83.2      138.1       0.7983
45        3       110.2 +j     83.2      138.1       0.7983
   TERMINAL TOTAL   330.7 +j    249.5      414.3       0.7983
46        1      -108.6 +j    -82.6      136.5       0.7958
46        2      -108.6 +j    -82.6      136.5       0.7958
