
CIRCUIT ELEMENT POWER FLOW

(Power Flow into element from indicated Bus)
   TERMINAL TOTAL    -2.0 +j     -1.5        2.5       0.8140

ELEMENT = "Transformer.TRAFO_57"
57        1         1.1 +j      0.8        1.3       0.8128
57        2         1.1 +j      0.8        1.3       0.8128
57        3         1.1 +j      0.8        1.3       0.8128
57        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.2 +j      2.3        3.9       0.8128
57BT      1        -1.1 +j     -0.8        1.3       0.8140
57BT      2        -1.1 +j     -0.8        1.3       0.8140
57BT      3        -1.1 +j     -0.8        1.3       0.8140
57BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.2 +j     -2.3        3.9       0.8140

ELEMENT = "Transformer.TRAFO_58"
58        1         1.1 +j      0.8        1.3       0.8128
58        2         1.1 +j      0.8        1.3       0.8128
58        3         1.1 +j      0.8        1.3       0.8128
58        0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL     3.2 +j      2.3        3.9       0.8128
58BT      1        -1.1 +j     -0.8        1.3       0.8140
58BT      2        -1.1 +j     -0.8        1.3       0.8140
58BT      3        -1.1 +j     -0.8        1.3       0.8140
58BT      0         0.0 +j      0.0        0.0       1.0000
   TERMINAL TOTAL    -3.2 +j     -2.3        3.9       0.8140

ELEMENT = "Line.L1"
0         1       162.4 +j    129.0      207.3       0.7831
0         2       162.4 +j    129.0      207.3       0.7831
0         3       162.4 +j    129.0      207.3       0.7831
   TERMINAL TOTAL   487.1 +j    386.9      622.0       0.7831
1         1      -162.4 +j   -129.0      207.3       0.7831
1         2      -162.4 +j   -129.0      207.3       0.7831
1         3      -162.4 +j   -129.0      207.3       0.7831
   TERMINAL TOTAL  -487.1 +j   -386.9      622.0       0.7831

ELEMENT = "Line.L2"
1         1       162.4 +j    129.0      207.3       0.7831
1         2       162.4 +j    129.0      207.3       0.7831
1         3       162.4 +j    129.0      207.3       0.7831
   TERMINAL TOTAL   487.1 +j    386.9      622.0       0.7831
2         1      -162.4 +j   -128.9      207.3       0.7831
2         2      -162.4 +j   -128.9      207.3       0.7831
2         3      -162.4 +j   -128.9      207.3       0.7831
   TERMINAL TOTAL  -487.1 +j   -386.8      622.0       0.7831

ELEMENT = "Line.L3"
2         1       159.3 +j    126.8      203.6       0.7825
2         2       159.3 +j    126.8      203.6       0.7825
2         3       159.3 +j    126.8      203.6       0.7825
   TERMINAL TOTAL   478.0 +j    380.4      610.9       0.7825
2E        1      -159.3 +j   -126.8      203.6       0.7825
2E        2      -159.3 +j   -126.8      203.6       0.7825
2E        3      -159.3 +j   -126.8      203.6       0.7825
   TERMINAL TOTAL  -478.0 +j   -380.4      610.9       0.7825

ELEMENT = "Line.L4"
2E        1       155.2 +j    122.5      197.7       0.7849
2E        2       155.2 +j    122.5      197.7       0.7849
2E        3       155.2 +j    122.5      197.7       0.7849
   TERMINAL TOTAL   465.6 +j    367.6      593.2       0.7849
3         1      -155.2 +j   -122.5      197.7       0.7849
3         2      -155.2 +j   -122.5      197.7       0.7849
3         3      -155.2 +j   -122.5      197.7       0.7849
   TERMINAL TOTAL  -465.6 +j   -367.5      593.2       0.7849

ELEMENT = "Line.L5"
3         1       134.4 +j     99.5      167.2       0.8039
3         2       134.4 +j     99.5      167.2       0.8039
3         3       134.4 +j     99.5      167.2       0.8039
   TERMINAL TOTAL   403.3 +j    298.4      501.7       0.8039
4         1      -134.4 +j    -99.4      167.2       0.8039
4         2      -134.4 +j    -99.4      167.2       0.8039
4         3      -134.4 +j    -99.4      167.2       0.8039
   TERMINAL TOTAL  -403.2 +j   -298.3      501.6       0.8039

ELEMENT = "Line.L6"
4         1       134.4 +j     99.4      167.2       0.8039
4         2       134.4 +j     99.4      167.2       0.8039
4         3       134.4 +j     99.4      167.2       0.8039
   TERMINAL TOTAL   403.2 +j    298.3      501.6       0.8039
5         1      -133.8 +j    -99.1      166.6       0.8036
5         2      -133.8 +j    -99.1      166.6       0.8036
5         3      -133.8 +j    -99.1      166.6       0.8036
   TERMINAL TOTAL  -401.5 +j   -297.4      499.7       0.8036

ELEMENT = "Line.L7"
5         1       133.7 +j     99.1      166.4       0.8036
5         2       133.7 +j     99.1      166.4       0.8036
5         3       133.7 +j     99.1      166.4       0.8036
   TERMINAL TOTAL   401.2 +j    297.2      499.3       0.8036
6         1      -133.1 +j    -98.7      165.8       0.8032
6         2      -133.1 +j    -98.7      165.8       0.8032
6         3      -133.1 +j    -98.7      165.8       0.8032
   TERMINAL TOTAL  -399.4 +j   -296.2      497.3       0.8032

ELEMENT = "Line.L8"
6         1       131.6 +j     97.6      163.9       0.8032
6         2       131.6 +j     97.6      163.9       0.8032
6         3       131.6 +j     97.6      163.9       0.8032
   TERMINAL TOTAL   394.8 +j    292.8      491.6       0.8032
7         1      -131.5 +j    -97.5      163.7       0.8031
7         2      -131.5 +j    -97.5      163.7       0.8031
7         3      -131.5 +j    -97.5      163.7       0.8031
   TERMINAL TOTAL  -394.4 +j   -292.6      491.1       0.8031

ELEMENT = "Line.L9"
7         1       127.0 +j     94.3      158.2       0.8027
7         2       127.0 +j     94.3      158.2       0.8027
7         3       127.0 +j     94.3      158.2       0.8027
   TERMINAL TOTAL   380.9 +j    283.0      474.6       0.8027
8         1      -126.9 +j    -94.3      158.1       0.8027
8         2      -126.9 +j    -94.3      158.1       0.8027
8         3      -126.9 +j    -94.3      158.1       0.8027
   TERMINAL TOTAL  -380.7 +j   -282.9      474.3       0.8027

ELEMENT = "Line.L10"
8         1        28.4 +j     20.3       34.9       0.8143
8         2        28.4 +j     20.3       34.9       0.8143
8         3        28.4 +j     20.3       34.9       0.8143
   TERMINAL TOTAL    85.3 +j     60.8      104.7       0.8143
9         1       -28.4 +j    -20.2       34.8       0.8140
9         2       -28.4 +j    -20.2       34.8       0.8140
9         3       -28.4 +j    -20.2       34.8       0.8140
   TERMINAL TOTAL   -85.1 +j    -60.7      104.5       0.8140

ELEMENT = "Line.L11"
9         1        27.3 +j     19.5       33.5       0.8141
9         2        27.3 +j     19.5       33.5       0.8141
9         3        27.3 +j     19.5       33.5       0.8141
   TERMINAL TOTAL    81.9 +j     58.4      100.6       0.8141
10        1       -27.3 +j    -19.5       33.5       0.8140
10        2       -27.3 +j    -19.5       33.5       0.8140
10        3       -27.3 +j    -19.5       33.5       0.8140
   TERMINAL TOTAL   -81.9 +j    -58.4      100.6       0.8140

ELEMENT = "Line.L12"
10        1        20.4 +j     14.5       25.1       0.8147
10        2        20.4 +j     14.5       25.1       0.8147
10        3        20.4 +j     14.5       25.1       0.8147
   TERMINAL TOTAL    61.3 +j     43.6       75.2       0.8147
11        1       -20.4 +j    -14.5       25.1       0.8146
11        2       -20.4 +j    -14.5       25.1       0.8146
11        3       -20.4 +j    -14.5       25.1       0.8146
   TERMINAL TOTAL   -61.2 +j    -43.6       75.2       0.8146

ELEMENT = "Line.L13"
11        1        12.8 +j      9.1       15.7       0.8162
11        2        12.8 +j      9.1       15.7       0.8162
11        3        12.8 +j      9.1       15.7       0.8162
   TERMINAL TOTAL    38.4 +j     27.2       47.0       0.8162
12        1       -12.8 +j     -9.1       15.7       0.8160
12        2       -12.8 +j     -9.1       15.7       0.8160
12        3       -12.8 +j     -9.1       15.7       0.8160
   TERMINAL TOTAL   -38.3 +j    -27.2       47.0       0.8160

ELEMENT = "Line.L14"
12        1        12.5 +j      8.8       15.3       0.8157
12        2        12.5 +j      8.8       15.3       0.8157
12        3        12.5 +j      8.8       15.3       0.8157
   TERMINAL TOTAL    37.4 +j     26.5       45.9       0.8157
13        1       -12.5 +j     -8.8       15.3       0.8155
13        2       -12.5 +j     -8.8       15.3       0.8155
13        3       -12.5 +j     -8.8       15.3       0.8155
   TERMINAL TOTAL   -37.4 +j    -26.5       45.8       0.8155

ELEMENT = "Line.L15"
13        1        12.1 +j      8.6       14.9       0.8152
13        2        12.1 +j      8.6       14.9       0.8152
13        3        12.1 +j      8.6       14.9       0.8152
   TERMINAL TOTAL    36.4 +j     25.9       44.7       0.8152
14        1       -12.1 +j     -8.6       14.9       0.8150
14        2       -12.1 +j     -8.6       14.9       0.8150
14        3       -12.1 +j     -8.6       14.9       0.8150
   TERMINAL TOTAL   -36.4 +j    -25.9       44.7       0.8150

ELEMENT = "Line.L16"
14        1        12.1 +j      8.6       14.9       0.8150
14        2        12.1 +j      8.6       14.9       0.8150
14        3        12.1 +j      8.6       14.9       0.8150
   TERMINAL TOTAL    36.4 +j     25.9       44.7       0.8150
15        1       -12.1 +j     -8.6       14.9       0.8150
15        2       -12.1 +j     -8.6       14.9       0.8150
15        3       -12.1 +j     -8.6       14.9       0.8150
   TERMINAL TOTAL   -36.4 +j    -25.9       44.7       0.8150

ELEMENT = "Line.L17"
15        1        10.4 +j      7.5       12.8       0.8128
15        2        10.4 +j      7.5       12.8       0.8128
15        3        10.4 +j      7.5       12.8       0.8128
   TERMINAL TOTAL    31.2 +j     22.4       38.4       0.8128
16        1       -10.4 +j     -7.5       12.8       0.8128
16        2       -10.4 +j     -7.5       12.8       0.8128
16        3       -10.4 +j     -7.5       12.8       0.8128
   TERMINAL TOTAL   -31.2 +j    -22.4       38.4       0.8128

ELEMENT = "Line.L18"
16        1         8.5 +j      6.1       10.5       0.8130
16        2         8.5 +j      6.1       10.5       0.8130
16        3         8.5 +j      6.1       10.5       0.8130
   TERMINAL TOTAL    25.6 +j     18.3       31.5       0.8130
17        1        -8.5 +j     -6.1       10.5       0.8130
17        2        -8.5 +j     -6.1       10.5       0.8130
17        3        -8.5 +j     -6.1       10.5       0.8130
   TERMINAL TOTAL   -25.6 +j    -18.3       31.5       0.8130

ELEMENT = "Line.L19"
17        1         6.7 +j      4.8        8.2       0.8133
17        2         6.7 +j      4.8        8.2       0.8133
17        3         6.7 +j      4.8        8.2       0.8133
   TERMINAL TOTAL    20.0 +j     14.3       24.6       0.8133
18        1        -6.7 +j     -4.8        8.2       0.8133
18        2        -6.7 +j     -4.8        8.2       0.8133
18        3        -6.7 +j     -4.8        8.2       0.8133
   TERMINAL TOTAL   -20.0 +j    -14.3       24.6       0.8133

ELEMENT = "Line.L20"
18        1         6.7 +j      4.8        8.2       0.8133
18        2         6.7 +j      4.8        8.2       0.8133
18        3         6.7 +j      4.8        8.2       0.8133
   TERMINAL TOTAL    20.0 +j     14.3       24.6       0.8133
19        1        -6.7 +j     -4.8        8.2       0.8132
19        2        -6.7 +j     -4.8        8.2       0.8132
19        3        -6.7 +j     -4.8        8.2       0.8132
   TERMINAL TOTAL   -20.0 +j    -14.3       24.6       0.8132

ELEMENT = "Line.L21"
19        1         6.6 +j      4.7        8.2       0.8131
19        2         6.6 +j      4.7        8.2       0.8131
19        3         6.6 +j      4.7        8.2       0.8131
   TERMINAL TOTAL    19.9 +j     14.2       24.5       0.8131
20        1        -6.6 +j     -4.7        8.2       0.8131
20        2        -6.6 +j     -4.7        8.2       0.8131
20        3        -6.6 +j     -4.7        8.2       0.8131
   TERMINAL TOTAL   -19.9 +j    -14.2       24.5       0.8131

ELEMENT = "Line.L22"
20        1         2.3 +j      1.7        2.8       0.8151
20        2         2.3 +j      1.7        2.8       0.8151
20        3         2.3 +j      1.7        2.8       0.8151
   TERMINAL TOTAL     7.0 +j      5.0        8.5       0.8151
21        1        -2.3 +j     -1.7        2.8       0.8151
21        2        -2.3 +j     -1.7        2.8       0.8151
21        3        -2.3 +j     -1.7        2.8       0.8151
   TERMINAL TOTAL    -7.0 +j     -5.0        8.5       0.8151

ELEMENT = "Line.L23"
21        1         2.1 +j      1.5        2.6       0.8137
21        2         2.1 +j      1.5        2.6       0.8137
21        3         2.1 +j      1.5        2.6       0.8137
   TERMINAL TOTAL     6.4 +j      4.5        7.8       0.8137
22        1        -2.1 +j     -1.5        2.6       0.8137
22        2        -2.1 +j     -1.5        2.6       0.8137
22        3        -2.1 +j     -1.5        2.6       0.8137
   TERMINAL TOTAL    -6.4 +j     -4.5        7.8       0.8137

ELEMENT = "Line.L24"
22        1         2.1 +j      1.5        2.6       0.8137
22        2         2.1 +j      1.5        2.6       0.8137
22        3         2.1 +j      1.5        2.6       0.8137
   TERMINAL TOTAL     6.4 +j      4.5        7.8       0.8137
23        1        -2.1 +j     -1.5        2.6       0.8137
23        2        -2.1 +j     -1.5        2.6       0.8137
23        3        -2.1 +j     -1.5        2.6       0.8137
   TERMINAL TOTAL    -6.4 +j     -4.5        7.8       0.8137

ELEMENT = "Line.L25"
23        1         1.1 +j      0.8        1.3       0.8134
23        2         1.1 +j      0.8        1.3       0.8134
23        3         1.1 +j      0.8        1.3       0.8134
   TERMINAL TOTAL     3.2 +j      2.3        3.9       0.8134
24        1        -1.1 +j     -0.8        1.3       0.8134
24        2        -1.1 +j     -0.8        1.3       0.8134
24        3        -1.1 +j     -0.8        1.3       0.8134
   TERMINAL TOTAL    -3.2 +j     -2.3        3.9       0.8134

ELEMENT = "Line.L26"
24        1         1.1 +j      0.8        1.3       0.8134
24        2         1.1 +j      0.8        1.3       0.8134
24        3         1.1 +j      0.8        1.3       0.8134
   TERMINAL TOTAL     3.2 +j      2.3        3.9       0.8134
25        1        -1.1 +j     -0.8        1.3       0.8134
25        2        -1.1 +j     -0.8        1.3       0.8134
25        3        -1.1 +j     -0.8        1.3       0.8134
   TERMINAL TOTAL    -3.2 +j     -2.3        3.9       0.8134

ELEMENT = "Line.L27"
25        1         0.5 +j      0.4        0.7       0.8134
25        2         0.5 +j      0.4        0.7       0.8134
25        3         0.5 +j      0.4        0.7       0.8134
   TERMINAL TOTAL     1.6 +j      1.1        2.0       0.8134
26        1        -0.5 +j     -0.4        0.7       0.8134
26        2        -0.5 +j     -0.4        0.7       0.8134
26        3        -0.5 +j     -0.4        0.7       0.8134
   TERMINAL TOTAL    -1.6 +j     -1.1        2.0       0.8134

ELEMENT = "Line.L28"
2         1         3.0 +j      2.1        3.7       0.8155
2         2         3.0 +j      2.1        3.7       0.8155
2         3         3.0 +j      2.1        3.7       0.8155
   TERMINAL TOTAL     9.0 +j      6.4       11.1       0.8155
27        1        -3.0 +j     -2.1        3.7       0.8155
27        2        -3.0 +j     -2.1        3.7       0.8155
27        3        -3.0 +j     -2.1        3.7       0.8155
   TERMINAL TOTAL    -9.0 +j     -6.4       11.1       0.8155

ELEMENT = "Line.L29"
27        1         2.1 +j      1.5        2.6       0.8165
27        2         2.1 +j      1.5        2.6       0.8165
27        3         2.1 +j      1.5        2.6       0.8165
   TERMINAL TOTAL     6.4 +j      4.6        7.9       0.8165
28        1        -2.1 +j     -1.5        2.6       0.8165
28        2        -2.1 +j     -1.5        2.6       0.8165
28        3        -2.1 +j     -1.5        2.6       0.8165
   TERMINAL TOTAL    -6.4 +j     -4.6        7.9       0.8165

ELEMENT = "Line.L30"
28        1         1.3 +j      0.9        1.6       0.8188
28        2         1.3 +j      0.9        1.6       0.8188
28        3         1.3 +j      0.9        1.6       0.8188
   TERMINAL TOTAL     3.9 +j      2.7        4.7       0.8188
29        1        -1.3 +j     -0.9        1.6       0.8188
29        2        -1.3 +j     -0.9        1.6       0.8188
29        3        -1.3 +j     -0.9        1.6       0.8188
   TERMINAL TOTAL    -3.9 +j     -2.7        4.7       0.8188

ELEMENT = "Line.L31"
29        1         1.3 +j      0.9        1.6       0.8188
29        2         1.3 +j      0.9        1.6       0.8188
29        3         1.3 +j      0.9        1.6       0.8188
   TERMINAL TOTAL     3.9 +j      2.7        4.7       0.8188
30        1        -1.3 +j     -0.9        1.6       0.8188
30        2        -1.3 +j     -0.9        1.6       0.8188
30        3        -1.3 +j     -0.9        1.6       0.8188
   TERMINAL TOTAL    -3.9 +j     -2.7        4.7       0.8188

ELEMENT = "Line.L32"
30        1         1.3 +j      0.9        1.6       0.8188
30        2         1.3 +j      0.9        1.6       0.8188
30        3         1.3 +j      0.9        1.6       0.8188
   TERMINAL TOTAL     3.9 +j      2.7        4.7       0.8188
31        1        -1.3 +j     -0.9        1.6       0.8188
31        2        -1.3 +j     -0.9        1.6       0.8188
31        3        -1.3 +j     -0.9        1.6       0.8188
   TERMINAL TOTAL    -3.9 +j     -2.7        4.7       0.8188

ELEMENT = "Line.L33"
31        1         1.3 +j      0.9        1.6       0.8188
31        2         1.3 +j      0.9        1.6       0.8188
31        3         1.3 +j      0.9        1.6       0.8188
   TERMINAL TOTAL     3.9 +j      2.7        4.7       0.8188
32        1        -1.3 +j     -0.9        1.6       0.8188
32        2        -1.3 +j     -0.9        1.6       0.8188
32        3        -1.3 +j     -0.9        1.6       0.8188
   TERMINAL TOTAL    -3.9 +j     -2.7        4.7       0.8188

ELEMENT = "Line.L34"
32        1         0.8 +j      0.6        1.0       0.8212
32        2         0.8 +j      0.6        1.0       0.8212
32        3         0.8 +j      0.6        1.0       0.8212
   TERMINAL TOTAL     2.5 +j      1.7        3.1       0.8212
33        1        -0.8 +j     -0.6        1.0       0.8212
33        2        -0.8 +j     -0.6        1.0       0.8212
33        3        -0.8 +j     -0.6        1.0       0.8212
   TERMINAL TOTAL    -2.5 +j     -1.7        3.1       0.8212

ELEMENT = "Line.L35"
33        1         0.2 +j      0.1        0.2       0.8298
33        2         0.2 +j      0.1        0.2       0.8298
33        3         0.2 +j      0.1        0.2       0.8298
   TERMINAL TOTAL     0.6 +j      0.4        0.7       0.8298
34        1        -0.2 +j     -0.1        0.2       0.8298
34        2        -0.2 +j     -0.1        0.2       0.8298
34        3        -0.2 +j     -0.1        0.2       0.8298
   TERMINAL TOTAL    -0.6 +j     -0.4        0.7       0.8298

ELEMENT = "Line.L36"
2E        1         4.2 +j      4.3        6.0       0.6958
2E        2         4.2 +j      4.3        6.0       0.6958
2E        3         4.2 +j      4.3        6.0       0.6958
   TERMINAL TOTAL    12.5 +j     12.9       17.9       0.6958
27E       1        -4.2 +j     -4.3        6.0       0.6958
27E       2        -4.2 +j     -4.3        6.0       0.6958
27E       3        -4.2 +j     -4.3        6.0       0.6958
   TERMINAL TOTAL   -12.5 +j    -12.9       17.9       0.6958

ELEMENT = "Line.L37"
27E       1         3.3 +j      3.7        4.9       0.6678
27E       2         3.3 +j      3.7        4.9       0.6678
27E       3         3.3 +j      3.7        4.9       0.6678
   TERMINAL TOTAL     9.9 +j     11.0       14.8       0.6678
28E       1        -3.3 +j     -3.7        4.9       0.6678
28E       2        -3.3 +j     -3.7        4.9       0.6678
28E       3        -3.3 +j     -3.7        4.9       0.6678
   TERMINAL TOTAL    -9.9 +j    -11.0       14.8       0.6678

ELEMENT = "Line.L38"
28E       1         2.4 +j      3.1        3.9       0.6230
28E       2         2.4 +j      3.1        3.9       0.6230
28E       3         2.4 +j      3.1        3.9       0.6230
   TERMINAL TOTAL     7.3 +j      9.2       11.7       0.6230
65        1        -2.4 +j     -3.1        3.9       0.6230
65        2        -2.4 +j     -3.1        3.9       0.6230
65        3        -2.4 +j     -3.1        3.9       0.6230
   TERMINAL TOTAL    -7.3 +j     -9.2       11.7       0.6230

ELEMENT = "Line.L39"
65        1         2.4 +j      3.1        3.9       0.6230
65        2         2.4 +j      3.1        3.9       0.6230
65        3         2.4 +j      3.1        3.9       0.6230
   TERMINAL TOTAL     7.3 +j      9.2       11.7       0.6230
66        1        -2.4 +j     -3.1        3.9       0.6230
66        2        -2.4 +j     -3.1        3.9       0.6230
66        3        -2.4 +j     -3.1        3.9       0.6230
   TERMINAL TOTAL    -7.3 +j     -9.2       11.7       0.6230

ELEMENT = "Line.L40"
66        1         1.6 +j      2.5        3.0       0.5506
66        2         1.6 +j      2.5        3.0       0.5506
66        3         1.6 +j      2.5        3.0       0.5506
   TERMINAL TOTAL     4.9 +j      7.5        8.9       0.5506
67        1        -1.6 +j     -2.5        3.0       0.5506
67        2        -1.6 +j     -2.5        3.0       0.5506
67        3        -1.6 +j     -2.5        3.0       0.5506
   TERMINAL TOTAL    -4.9 +j     -7.5        8.9       0.5506

ELEMENT = "Line.L41"
67        1         0.8 +j      1.9        2.1       0.4038
67        2         0.8 +j      1.9        2.1       0.4038
67        3         0.8 +j      1.9        2.1       0.4038
   TERMINAL TOTAL     2.5 +j      5.8        6.3       0.4038
68        1        -0.8 +j     -1.9        2.1       0.4038
68        2        -0.8 +j     -1.9        2.1       0.4038
68        3        -0.8 +j     -1.9        2.1       0.4038
   TERMINAL TOTAL    -2.5 +j     -5.8        6.3       0.4038

ELEMENT = "Line.L42"
68        1         0.8 +j      1.9        2.1       0.3937
68        2         0.8 +j      1.9        2.1       0.3937
68        3         0.8 +j      1.9        2.1       0.3937
   TERMINAL TOTAL     2.4 +j      5.7        6.2       0.3937
69        1        -0.8 +j     -1.9        2.1       0.3937
69        2        -0.8 +j     -1.9        2.1       0.3937
69        3        -0.8 +j     -1.9        2.1       0.3937
   TERMINAL TOTAL    -2.4 +j     -5.7        6.2       0.3937

ELEMENT = "Line.L43"
69        1         0.8 +j      1.9        2.1       0.3937
69        2         0.8 +j      1.9        2.1       0.3937
69        3         0.8 +j      1.9        2.1       0.3937
   TERMINAL TOTAL     2.4 +j      5.7        6.2       0.3937
70        1        -0.8 +j     -1.9        2.1       0.3937
70        2        -0.8 +j     -1.9        2.1       0.3937
70        3        -0.8 +j     -1.9        2.1       0.3937
   TERMINAL TOTAL    -2.4 +j     -5.7        6.2       0.3937

ELEMENT = "Line.L44"
70        1         0.6 +j      1.7        1.8       0.3299
70        2         0.6 +j      1.7        1.8       0.3299
70        3         0.6 +j      1.7        1.8       0.3299
   TERMINAL TOTAL     1.8 +j      5.2        5.5       0.3299
88        1        -0.6 +j     -1.7        1.8       0.3299
88        2        -0.6 +j     -1.7        1.8       0.3299
88        3        -0.6 +j     -1.7        1.8       0.3299
   TERMINAL TOTAL    -1.8 +j     -5.2        5.5       0.3299

ELEMENT = "Line.L45"
88        1         0.6 +j      1.7        1.8       0.3299
88        2         0.6 +j      1.7        1.8       0.3299
88        3         0.6 +j      1.7        1.8       0.3299
   TERMINAL TOTAL     1.8 +j      5.2        5.5       0.3299
89        1        -0.6 +j     -1.7        1.8       0.3299
89        2        -0.6 +j     -1.7        1.8       0.3299
89        3        -0.6 +j     -1.7        1.8       0.3299
   TERMINAL TOTAL    -1.8 +j     -5.2        5.5       0.3299

ELEMENT = "Line.L46"
89        1         0.3 +j      0.9        0.9       0.3299
89        2         0.3 +j      0.9        0.9       0.3299
89        3         0.3 +j      0.9        0.9       0.3299
   TERMINAL TOTAL     0.9 +j      2.6        2.8       0.3299
90        1        -0.3 +j     -0.9        0.9       0.3299
90        2        -0.3 +j     -0.9        0.9       0.3299
90        3        -0.3 +j     -0.9        0.9       0.3299
   TERMINAL TOTAL    -0.9 +j     -2.6        2.8       0.3299

ELEMENT = "Line.L47"
3         1        20.7 +j     23.0       31.0       0.6690
3         2        20.7 +j     23.0       31.0       0.6690
3         3        20.7 +j     23.0       31.0       0.6690
   TERMINAL TOTAL    62.2 +j     69.1       93.0       0.6690
35        1       -20.7 +j    -23.0       31.0       0.6690
35        2       -20.7 +j    -23.0       31.0       0.6690
35        3       -20.7 +j    -23.0       31.0       0.6690
   TERMINAL TOTAL   -62.2 +j    -69.1       93.0       0.6690

ELEMENT = "Line.L48"
35        1        20.7 +j     23.0       31.0       0.6690
35        2        20.7 +j     23.0       31.0       0.6690
35        3        20.7 +j     23.0       31.0       0.6690
   TERMINAL TOTAL    62.2 +j     69.1       93.0       0.6690
36        1       -20.7 +j    -23.0       31.0       0.6691
36        2       -20.7 +j    -23.0       31.0       0.6691
36        3       -20.7 +j    -23.0       31.0       0.6691
   TERMINAL TOTAL   -62.2 +j    -69.1       93.0       0.6691

ELEMENT = "Line.L49"
36        1        17.8 +j     20.9       27.4       0.6475
36        2        17.8 +j     20.9       27.4       0.6475
36        3        17.8 +j     20.9       27.4       0.6475
   TERMINAL TOTAL    53.3 +j     62.7       82.2       0.6475
37        1       -17.7 +j    -20.9       27.4       0.6478
37        2       -17.7 +j    -20.9       27.4       0.6478
37        3       -17.7 +j    -20.9       27.4       0.6478
   TERMINAL TOTAL   -53.2 +j    -62.6       82.1       0.6478

ELEMENT = "Line.L50"
37        1        14.5 +j     10.5       17.9       0.8118
37        2        14.5 +j     10.5       17.9       0.8118
37        3        14.5 +j     10.5       17.9       0.8118
   TERMINAL TOTAL    43.6 +j     31.4       53.7       0.8118
38        1       -14.5 +j    -10.5       17.9       0.8118
38        2       -14.5 +j    -10.5       17.9       0.8118
38        3       -14.5 +j    -10.5       17.9       0.8118
   TERMINAL TOTAL   -43.6 +j    -31.4       53.7       0.8118

ELEMENT = "Line.L51"
7         1         1.7 +j      1.2        2.0       0.8167
7         2         1.7 +j      1.2        2.0       0.8167
7         3         1.7 +j      1.2        2.0       0.8167
   TERMINAL TOTAL     5.0 +j      3.5        6.1       0.8167
40        1        -1.7 +j     -1.2        2.0       0.8167
40        2        -1.7 +j     -1.2        2.0       0.8167
40        3        -1.7 +j     -1.2        2.0       0.8167
   TERMINAL TOTAL    -5.0 +j     -3.5        6.1       0.8167

ELEMENT = "Line.L52"
40        1         0.1 +j      0.1        0.2       0.8022
40        2         0.1 +j      0.1        0.2       0.8022
40        3         0.1 +j      0.1        0.2       0.8022
   TERMINAL TOTAL     0.4 +j      0.3        0.5       0.8022
41        1        -0.1 +j     -0.1        0.2       0.8022
41        2        -0.1 +j     -0.1        0.2       0.8022
41        3        -0.1 +j     -0.1        0.2       0.8022
   TERMINAL TOTAL    -0.4 +j     -0.3        0.5       0.8022

ELEMENT = "Line.L53"
8         1        97.4 +j     73.2      121.8       0.7992
8         2        97.4 +j     73.2      121.8       0.7992
8         3        97.4 +j     73.2      121.8       0.7992
   TERMINAL TOTAL   292.1 +j    219.7      365.5       0.7992
42        1       -97.2 +j    -73.1      121.7       0.7991
42        2       -97.2 +j    -73.1      121.7       0.7991
42        3       -97.2 +j    -73.1      121.7       0.7991
   TERMINAL TOTAL  -291.6 +j   -219.4      365.0       0.7991

ELEMENT = "Line.L54"
42        1        97.0 +j     72.9      121.3       0.7991
42        2        97.0 +j     72.9      121.3       0.7991
42        3        97.0 +j     72.9      121.3       0.7991
   TERMINAL TOTAL   290.9 +j    218.8      364.0       0.7991
43        1       -96.8 +j    -72.9      121.1       0.7990
43        2       -96.8 +j    -72.9      121.1       0.7990
43        3       -96.8 +j    -72.9      121.1       0.7990
   TERMINAL TOTAL  -290.4 +j   -218.6      363.4       0.7990

ELEMENT = "Line.L55"
43        1        95.3 +j     71.7      119.3       0.7988
43        2        95.3 +j     71.7      119.3       0.7988
43        3        95.3 +j     71.7      119.3       0.7988
   TERMINAL TOTAL   285.8 +j    215.2      357.8       0.7988
44        1       -95.0 +j    -71.6      119.0       0.7986
44        2       -95.0 +j    -71.6      119.0       0.7986
44        3       -95.0 +j    -71.6      119.0       0.7986
   TERMINAL TOTAL  -285.1 +j   -214.9      357.0       0.7986

ELEMENT = "Line.L56"
44        1        93.6 +j     70.6      117.3       0.7983
44        2        93.6 +j     70.6      117.3       0.7983
44        3        93.6 +j     70.6      117.3       0.7983
   TERMINAL TOTAL   280.9 +j    211.9      351.9       0.7983
45        1       -93.4 +j    -70.5      117.0       0.7981
45        2       -93.4 +j    -70.5      117.0       0.7981
45        3       -93.4 +j    -70.5      117.0       0.7981
   TERMINAL TOTAL  -280.2 +j   -211.6      351.1       0.7981

ELEMENT = "Line.L57"
45        1        93.4 +j     70.5      117.0       0.7981
45        2        93.4 +j     70.5      117.0       0.7981
45        3        93.4 +j     70.5      117.0       0.7981
   TERMINAL TOTAL   280.2 +j    211.6      351.1       0.7981
46        1       -92.1 +j    -70.1      115.8       0.7959
46        2       -92.1 +j    -70.1      115.8       0.7959
46        3       -92.1 +j    -70.1      115.8       0.7959
